Pokemon,Type,Height,Weight,Abilities,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Simplified Type,image_path
Gogoat,['Grass'],1.7,91.0,"['Sap Sipper, Grass Pelt (hidden ability)']",123,356,450,100,184,328,62,116,245,97,179,322,81,150,287,68,126,258,Grass,/content/Pokemon Images DB/Pokemon Images DB/Gogoat/Gogoat.png
Golbat,"['Poison', 'Flying']",1.6,55.0,"['Inner Focus, Infiltrator (hidden ability)']",75,260,354,80,148,284,70,130,262,65,121,251,75,139,273,90,166,306,Poison,/content/Pokemon Images DB/Pokemon Images DB/Golbat/Golbat.png
Goldeen,['Water'],0.6,15.0,"['Swift Swim', 'Water Veil, Lightning Rod (hidden ability)']",45,200,294,67,125,256,60,112,240,35,67,185,50,94,218,63,117,247,Water,/content/Pokemon Images DB/Pokemon Images DB/Goldeen/Goldeen.png
Golduck,['Water'],1.7,76.6,"['Damp', 'Cloud Nine, Swift Swim (hidden ability)']",80,270,364,82,152,289,78,144,280,95,175,317,80,148,284,85,157,295,Water,/content/Pokemon Images DB/Pokemon Images DB/Golduck/Golduck.png
Golem,"['Rock', 'Ground']",1.4,300.0,"['Rock Head', 'Sturdy, Sand Veil (hidden ability)']",80,270,364,120,220,372,130,238,394,55,103,229,65,121,251,45,85,207,Rock,/content/Pokemon Images DB/Pokemon Images DB/Golem/Golem.png
Alolan Golem,"['Rock', 'Electric']",1.7,316.0,"['Magnet Pull', 'Sturdy, Galvanize (hidden ability)']",80,270,364,120,220,372,130,238,394,55,103,229,65,121,251,45,85,207,Rock,/content/Pokemon Images DB/Pokemon Images DB/Alolan Golem/Alolan Golem.png
Golett,"['Ground', 'Ghost']",1.0,92.0,"['Iron Fist', 'Klutz, No Guard (hidden ability)']",59,228,322,74,137,271,50,94,218,35,67,185,50,94,218,35,67,185,Ground,/content/Pokemon Images DB/Pokemon Images DB/Golett/Golett.png
Golisopod,"['Bug', 'Water']",2.0,108.0,['Emergency Exit'],75,260,354,125,229,383,140,256,416,60,112,240,90,166,306,40,76,196,Bug,/content/Pokemon Images DB/Pokemon Images DB/Golisopod/Golisopod.png
Golurk,"['Ground', 'Ghost']",2.8,330.0,"['Iron Fist', 'Klutz, No Guard (hidden ability)']",89,288,382,124,227,381,80,148,284,55,103,229,80,148,284,55,103,229,Ground,/content/Pokemon Images DB/Pokemon Images DB/Golurk/Golurk.png
Goodra,['Dragon'],2.0,150.5,"['Sap Sipper', 'Hydration, Gooey (hidden ability)']",90,290,384,100,184,328,70,130,262,110,202,350,150,274,438,80,148,284,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Goodra/Goodra.png
Hisuian Goodra,"['Steel', 'Dragon']",1.7,334.1,"['Sap Sipper', 'Shell Armor, Gooey (hidden ability)']",80,270,364,100,184,328,100,184,328,110,202,350,150,274,438,60,112,240,Steel,/content/Pokemon Images DB/Pokemon Images DB/Hisuian Goodra/Hisuian Goodra.png
Goomy,['Dragon'],0.3,2.8,"['Sap Sipper', 'Hydration, Gooey (hidden ability)']",45,200,294,50,94,218,35,67,185,55,103,229,75,139,273,40,76,196,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Goomy/Goomy.png
Gorebyss,['Water'],1.8,22.6,"['Swift Swim, Hydration (hidden ability)']",55,220,314,84,155,293,105,193,339,114,209,359,75,139,273,52,98,223,Water,/content/Pokemon Images DB/Pokemon Images DB/Gorebyss/Gorebyss.png
Gossifleur,['Grass'],0.4,2.2,"['Cotton Down', 'Regenerator, Effect Spore (hidden ability)']",40,190,284,40,76,196,60,112,240,40,76,196,60,112,240,10,22,130,Grass,/content/Pokemon Images DB/Pokemon Images DB/Gossifleur/Gossifleur.png
Gothita,['Psychic'],0.4,5.8,"['Frisk', 'Competitive, Shadow Tag (hidden ability)']",45,200,294,30,58,174,50,94,218,55,103,229,65,121,251,45,85,207,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Gothita/Gothita.png
Gothitelle,['Psychic'],1.5,44.0,"['Frisk', 'Competitive, Shadow Tag (hidden ability)']",70,250,344,55,103,229,95,175,317,95,175,317,110,202,350,65,121,251,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Gothitelle/Gothitelle.png
Gothorita,['Psychic'],0.7,18.0,"['Frisk', 'Competitive, Shadow Tag (hidden ability)']",60,230,324,45,85,207,70,130,262,75,139,273,85,157,295,55,103,229,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Gothorita/Gothorita.png
Grafaiai,"['Poison', 'Normal']",0.7,27.2,"['Unburden', 'Poison Touch, Prankster (hidden ability)']",63,236,330,95,175,317,65,121,251,80,148,284,72,134,267,110,202,350,Poison,/content/Pokemon Images DB/Pokemon Images DB/Grafaiai/Grafaiai.png
Granbull,['Fairy'],1.4,48.7,"['Intimidate', 'Quick Feet, Rattled (hidden ability)']",90,290,384,120,220,372,75,139,273,60,112,240,60,112,240,45,85,207,Fairy,/content/Pokemon Images DB/Pokemon Images DB/Granbull/Granbull.png
Grapploct,['Fighting'],1.6,39.0,"['Limber, Technician (hidden ability)']",80,270,364,118,216,368,90,166,306,70,130,262,80,148,284,42,80,201,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Grapploct/Grapploct.png
Graveler,"['Rock', 'Ground']",1.0,105.0,"['Rock Head', 'Sturdy, Sand Veil (hidden ability)']",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,Rock,/content/Pokemon Images DB/Pokemon Images DB/Graveler/Graveler.png
Alolan Graveler,"['Rock', 'Electric']",1.0,110.0,"['Magnet Pull', 'Sturdy, Galvanize (hidden ability)']",55,220,314,95,175,317,115,211,361,45,85,207,45,85,207,35,67,185,Rock,/content/Pokemon Images DB/Pokemon Images DB/Alolan Graveler/Alolan Graveler.png
Great Tusk,"['Ground', 'Fighting']",2.2,320.0,['Protosynthesis'],115,340,434,131,240,397,131,240,397,53,99,225,53,99,225,87,161,300,Ground,/content/Pokemon Images DB/Pokemon Images DB/Great Tusk/Great Tusk.png
Greavard,['Ghost'],0.6,35.0,"['Pickup, Fluffy (hidden ability)']",50,210,304,61,114,243,60,112,240,30,58,174,55,103,229,34,65,183,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Greavard/Greavard.png
Greedent,['Normal'],0.6,6.0,"['Cheek Pouch, Gluttony (hidden ability)']",120,350,444,95,175,317,95,175,317,55,103,229,75,139,273,20,40,152,Normal,/content/Pokemon Images DB/Pokemon Images DB/Greedent/Greedent.png
Greninja,"['Water', 'Dark']",1.5,40.0,"['Torrent, Protean (hidden ability)']",72,254,348,95,175,317,67,125,256,103,189,335,71,132,265,122,224,377,Water,/content/Pokemon Images DB/Pokemon Images DB/Greninja/Greninja.png
Grimer,['Poison'],0.9,30.0,"['Stench', 'Sticky Hold, Poison Touch (hidden ability)']",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,Poison,/content/Pokemon Images DB/Pokemon Images DB/Grimer/Grimer.png
Alolan Grimer,"['Poison', 'Dark']",0.7,42.0,"['Poison Touch', 'Gluttony, Power of Alchemy (hidden ability)']",80,270,364,80,148,284,50,94,218,40,76,196,50,94,218,25,49,163,Poison,/content/Pokemon Images DB/Pokemon Images DB/Alolan Grimer/Alolan Grimer.png
Grimmsnarl,"['Dark', 'Fairy']",1.5,61.0,"['Prankster', 'Frisk, Pickpocket (hidden ability)']",95,300,394,120,220,372,65,121,251,95,175,317,75,139,273,60,112,240,Dark,/content/Pokemon Images DB/Pokemon Images DB/Grimmsnarl/Grimmsnarl.png
Grookey,['Grass'],0.3,5.0,"['Overgrow, Grassy Surge (hidden ability)']",50,210,304,65,121,251,50,94,218,40,76,196,40,76,196,65,121,251,Grass,/content/Pokemon Images DB/Pokemon Images DB/Grookey/Grookey.png
Grotle,['Grass'],1.1,97.0,"['Overgrow, Shell Armor (hidden ability)']",75,260,354,89,164,304,85,157,295,55,103,229,65,121,251,36,69,188,Grass,/content/Pokemon Images DB/Pokemon Images DB/Grotle/Grotle.png
Groudon,['Ground'],3.5,950.0,['Drought'],100,310,404,150,274,438,140,256,416,100,184,328,90,166,306,90,166,306,Ground,/content/Pokemon Images DB/Pokemon Images DB/Groudon/Groudon.png
Primal Groudon,"['Ground', 'Fire']",5.0,999.7,['Desolate Land'],100,310,404,180,328,504,160,292,460,150,274,438,90,166,306,90,166,306,Ground,/content/Pokemon Images DB/Pokemon Images DB/Primal Groudon/Primal Groudon.png
Grovyle,['Grass'],0.9,21.6,"['Overgrow, Unburden (hidden ability)']",50,210,304,65,121,251,45,85,207,85,157,295,65,121,251,95,175,317,Grass,/content/Pokemon Images DB/Pokemon Images DB/Grovyle/Grovyle.png
Growlithe,['Fire'],0.7,19.0,"['Intimidate', 'Flash Fire, Justified (hidden ability)']",55,220,314,70,130,262,45,85,207,70,130,262,50,94,218,60,112,240,Fire,/content/Pokemon Images DB/Pokemon Images DB/Growlithe/Growlithe.png
Hisuian Growlithe,"['Fire', 'Rock']",0.8,22.7,"['Intimidate', 'Flash Fire, Rock Head (hidden ability)']",60,230,324,75,139,273,45,85,207,65,121,251,50,94,218,55,103,229,Fire,/content/Pokemon Images DB/Pokemon Images DB/Hisuian Growlithe/Hisuian Growlithe.png
Grubbin,['Bug'],0.4,4.4,['Swarm'],47,204,298,62,116,245,45,85,207,55,103,229,45,85,207,46,87,210,Bug,/content/Pokemon Images DB/Pokemon Images DB/Grubbin/Grubbin.png
Grumpig,['Psychic'],0.9,71.5,"['Thick Fat', 'Own Tempo, Gluttony (hidden ability)']",80,270,364,45,85,207,65,121,251,90,166,306,110,202,350,80,148,284,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Grumpig/Grumpig.png
Gulpin,['Poison'],0.4,10.3,"['Liquid Ooze', 'Sticky Hold, Gluttony (hidden ability)']",70,250,344,43,81,203,53,99,225,43,81,203,53,99,225,40,76,196,Poison,/content/Pokemon Images DB/Pokemon Images DB/Gulpin/Gulpin.png
Gumshoos,['Normal'],0.7,14.2,"['Strong Jaw', 'Stakeout, Adaptability (hidden ability)']",88,286,380,110,202,350,60,112,240,55,103,229,60,112,240,45,85,207,Normal,/content/Pokemon Images DB/Pokemon Images DB/Gumshoos/Gumshoos.png
Gurdurr,['Fighting'],1.2,40.0,"['Guts', 'Sheer Force, Iron Fist (hidden ability)']",85,280,374,105,193,339,85,157,295,40,76,196,50,94,218,40,76,196,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Gurdurr/Gurdurr.png
Guzzlord,"['Dark', 'Dragon']",5.5,888.0,['Beast Boost'],223,556,650,101,186,331,53,99,225,97,179,322,53,99,225,43,81,203,Dark,/content/Pokemon Images DB/Pokemon Images DB/Guzzlord/Guzzlord.png
Gyarados,"['Water', 'Flying']",6.5,235.0,"['Intimidate, Moxie (hidden ability)']",95,300,394,125,229,383,79,146,282,60,112,240,100,184,328,81,150,287,Water,/content/Pokemon Images DB/Pokemon Images DB/Gyarados/Gyarados.png
Mega Gyarados,"['Water', 'Dark']",6.5,305.0,['Mold Breaker'],95,300,394,155,283,449,109,200,348,70,130,262,130,238,394,81,150,287,Water,/content/Pokemon Images DB/Pokemon Images DB/Mega Gyarados/Mega Gyarados.png
Hakamo-o,"['Dragon', 'Fighting']",1.2,47.0,"['Bulletproof', 'Soundproof, Overcoat (hidden ability)']",55,220,314,75,139,273,90,166,306,65,121,251,70,130,262,65,121,251,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Hakamo-o/Hakamo-o.png
Happiny,['Normal'],0.6,24.4,"['Natural Cure', 'Serene Grace, Friend Guard (hidden ability)']",100,310,404,5,13,119,5,13,119,15,31,141,65,121,251,30,58,174,Normal,/content/Pokemon Images DB/Pokemon Images DB/Happiny/Happiny.png
Hariyama,['Fighting'],2.3,253.8,"['Thick Fat', 'Guts, Sheer Force (hidden ability)']",144,398,492,120,220,372,60,112,240,40,76,196,60,112,240,50,94,218,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Hariyama/Hariyama.png
Hatenna,['Psychic'],0.4,3.4,"['Healer', 'Anticipation, Magic Bounce (hidden ability)']",42,194,288,30,58,174,45,85,207,56,105,232,53,99,225,39,74,194,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Hatenna/Hatenna.png
Hatterene,"['Psychic', 'Fairy']",2.1,5.1,"['Healer', 'Anticipation, Magic Bounce (hidden ability)']",57,224,318,90,166,306,95,175,317,136,249,408,103,189,335,29,56,172,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Hatterene/Hatterene.png
Hattrem,['Psychic'],0.6,4.8,"['Healer', 'Anticipation, Magic Bounce (hidden ability)']",57,224,318,40,76,196,65,121,251,86,159,298,73,135,269,49,92,216,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Hattrem/Hattrem.png
Haunter,"['Ghost', 'Poison']",1.6,0.1,['Levitate'],45,200,294,50,94,218,45,85,207,115,211,361,55,103,229,95,175,317,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Haunter/Haunter.png
Hawlucha,"['Fighting', 'Flying']",0.8,21.5,"['Limber', 'Unburden, Mold Breaker (hidden ability)']",78,266,360,92,170,311,75,139,273,74,137,271,63,117,247,118,216,368,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Hawlucha/Hawlucha.png
Haxorus,['Dragon'],1.8,105.5,"['Rivalry', 'Mold Breaker, Unnerve (hidden ability)']",76,262,356,147,269,432,90,166,306,60,112,240,70,130,262,97,179,322,Dragon,/content/Pokemon Images DB/Pokemon Images DB/Haxorus/Haxorus.png
Heatmor,['Fire'],1.4,58.0,"['Gluttony', 'Flash Fire, White Smoke (hidden ability)']",85,280,374,97,179,322,66,123,254,105,193,339,66,123,254,65,121,251,Fire,/content/Pokemon Images DB/Pokemon Images DB/Heatmor/Heatmor.png
Heatran,"['Fire', 'Steel']",1.7,430.0,"['Flash Fire, Flame Body (hidden ability)']",91,292,386,90,166,306,106,195,342,130,238,394,106,195,342,77,143,278,Fire,/content/Pokemon Images DB/Pokemon Images DB/Heatran/Heatran.png
Heliolisk,"['Electric', 'Normal']",1.0,21.0,"['Dry Skin', 'Sand Veil, Solar Power (hidden ability)']",62,234,328,55,103,229,52,98,223,109,200,348,94,173,315,109,200,348,Electric,/content/Pokemon Images DB/Pokemon Images DB/Heliolisk/Heliolisk.png
Helioptile,"['Electric', 'Normal']",0.5,6.0,"['Dry Skin', 'Sand Veil, Solar Power (hidden ability)']",44,198,292,38,72,192,33,63,181,61,114,243,43,81,203,70,130,262,Electric,/content/Pokemon Images DB/Pokemon Images DB/Helioptile/Helioptile.png
Heracross,"['Bug', 'Fighting']",1.5,54.0,"['Swarm', 'Guts, Moxie (hidden ability)']",80,270,364,125,229,383,75,139,273,40,76,196,95,175,317,85,157,295,Bug,/content/Pokemon Images DB/Pokemon Images DB/Heracross/Heracross.png
Mega Heracross,"['Bug', 'Fighting']",1.7,62.5,['Skill Link'],80,270,364,185,337,515,115,211,361,40,76,196,105,193,339,75,139,273,Bug,/content/Pokemon Images DB/Pokemon Images DB/Mega Heracross/Mega Heracross.png
Herdier,['Normal'],0.9,14.7,"['Intimidate', 'Sand Rush, Scrappy (hidden ability)']",65,240,334,80,148,284,65,121,251,35,67,185,65,121,251,60,112,240,Normal,/content/Pokemon Images DB/Pokemon Images DB/Herdier/Herdier.png
Hippopotas,['Ground'],0.8,49.5,"['Sand Stream, Sand Force (hidden ability)']",68,246,340,72,134,267,78,144,280,38,72,192,42,80,201,32,62,179,Ground,/content/Pokemon Images DB/Pokemon Images DB/Hippopotas/Hippopotas.png
Hippowdon,['Ground'],2.0,300.0,"['Sand Stream, Sand Force (hidden ability)']",108,326,420,112,206,355,118,216,368,68,126,258,72,134,267,47,89,212,Ground,/content/Pokemon Images DB/Pokemon Images DB/Hippowdon/Hippowdon.png
Hitmonchan,['Fighting'],1.4,50.2,"['Keen Eye', 'Iron Fist, Inner Focus (hidden ability)']",50,210,304,105,193,339,79,146,282,35,67,185,110,202,350,76,141,276,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Hitmonchan/Hitmonchan.png
Hitmonlee,['Fighting'],1.5,49.8,"['Limber', 'Reckless, Unburden (hidden ability)']",50,210,304,120,220,372,53,99,225,35,67,185,110,202,350,87,161,300,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Hitmonlee/Hitmonlee.png
Hitmontop,['Fighting'],1.4,48.0,"['Intimidate', 'Technician, Steadfast (hidden ability)']",50,210,304,95,175,317,95,175,317,35,67,185,110,202,350,70,130,262,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Hitmontop/Hitmontop.png
Ho-oh,"['Fire', 'Flying']",3.8,199.0,"['Pressure, Regenerator (hidden ability)']",106,322,416,130,238,394,90,166,306,110,202,350,154,281,447,90,166,306,Fire,/content/Pokemon Images DB/Pokemon Images DB/Ho-oh/Ho-oh.png
Honchkrow,"['Dark', 'Flying']",0.9,27.3,"['Insomnia', 'Super Luck, Moxie (hidden ability)']",100,310,404,125,229,383,52,98,223,105,193,339,52,98,223,71,132,265,Dark,/content/Pokemon Images DB/Pokemon Images DB/Honchkrow/Honchkrow.png
Honedge,"['Steel', 'Ghost']",0.8,2.0,['No Guard'],45,200,294,80,148,284,100,184,328,35,67,185,37,71,190,28,54,170,Steel,/content/Pokemon Images DB/Pokemon Images DB/Honedge/Honedge.png
Hoothoot,"['Normal', 'Flying']",0.7,21.2,"['Insomnia', 'Keen Eye, Tinted Lens (hidden ability)']",60,230,324,30,58,174,30,58,174,36,69,188,56,105,232,50,94,218,Normal,/content/Pokemon Images DB/Pokemon Images DB/Hoothoot/Hoothoot.png
Hoppip,"['Grass', 'Flying']",0.4,0.5,"['Chlorophyll', 'Leaf Guard, Infiltrator (hidden ability)']",35,180,274,35,67,185,40,76,196,35,67,185,55,103,229,50,94,218,Grass,/content/Pokemon Images DB/Pokemon Images DB/Hoppip/Hoppip.png
Horsea,['Water'],0.4,8.0,"['Swift Swim', 'Sniper, Damp (hidden ability)']",30,170,264,40,76,196,70,130,262,70,130,262,25,49,163,60,112,240,Water,/content/Pokemon Images DB/Pokemon Images DB/Horsea/Horsea.png
Houndoom,"['Dark', 'Fire']",1.4,35.0,"['Early Bird', 'Flash Fire, Unnerve (hidden ability)']",75,260,354,90,166,306,50,94,218,110,202,350,80,148,284,95,175,317,Dark,/content/Pokemon Images DB/Pokemon Images DB/Houndoom/Houndoom.png
Mega Houndoom,"['Dark', 'Fire']",1.9,49.5,['Solar Power'],75,260,354,90,166,306,90,166,306,140,256,416,90,166,306,115,211,361,Dark,/content/Pokemon Images DB/Pokemon Images DB/Mega Houndoom/Mega Houndoom.png
Houndour,"['Dark', 'Fire']",0.6,10.8,"['Early Bird', 'Flash Fire, Unnerve (hidden ability)']",45,200,294,60,112,240,30,58,174,80,148,284,50,94,218,65,121,251,Dark,/content/Pokemon Images DB/Pokemon Images DB/Houndour/Houndour.png
Houndstone,['Ghost'],2.0,15.0,"['Sand Rush, Fluffy (hidden ability)']",72,254,348,101,186,331,100,184,328,50,94,218,97,179,322,68,126,258,Ghost,/content/Pokemon Images DB/Pokemon Images DB/Houndstone/Houndstone.png
Huntail,['Water'],1.7,27.0,"['Swift Swim, Water Veil (hidden ability)']",55,220,314,104,191,337,105,193,339,94,173,315,75,139,273,52,98,223,Water,/content/Pokemon Images DB/Pokemon Images DB/Huntail/Huntail.png
Hydreigon,"['Dark', 'Dragon']",1.8,160.0,['Levitate'],92,294,388,105,193,339,90,166,306,125,229,383,90,166,306,98,180,324,Dark,/content/Pokemon Images DB/Pokemon Images DB/Hydreigon/Hydreigon.png
Hypno,['Psychic'],1.6,75.6,"['Insomnia', 'Forewarn, Inner Focus (hidden ability)']",85,280,374,73,135,269,70,130,262,73,135,269,115,211,361,67,125,256,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Hypno/Hypno.png
Igglybuff,"['Normal', 'Fairy']",0.3,1.0,"['Cute Charm', 'Competitive, Friend Guard (hidden ability)']",90,290,384,30,58,174,15,31,141,40,76,196,20,40,152,15,31,141,Normal,/content/Pokemon Images DB/Pokemon Images DB/Igglybuff/Igglybuff.png
Illumise,['Bug'],0.6,17.7,"['Oblivious', 'Tinted Lens, Prankster (hidden ability)']",65,240,334,47,89,212,75,139,273,73,135,269,85,157,295,85,157,295,Bug,/content/Pokemon Images DB/Pokemon Images DB/Illumise/Illumise.png
Impidimp,"['Dark', 'Fairy']",0.4,5.5,"['Prankster', 'Frisk, Pickpocket (hidden ability)']",45,200,294,45,85,207,30,58,174,55,103,229,40,76,196,50,94,218,Dark,/content/Pokemon Images DB/Pokemon Images DB/Impidimp/Impidimp.png
Incineroar,"['Fire', 'Dark']",1.8,83.0,"['Blaze, Intimidate (hidden ability)']",95,300,394,115,211,361,90,166,306,80,148,284,90,166,306,60,112,240,Fire,/content/Pokemon Images DB/Pokemon Images DB/Incineroar/Incineroar.png
Indeedee Male,"['Psychic', 'Normal']",0.9,28.0,"['Inner Focus', 'Synchronize, Psychic Surge (hidden ability)']",60,230,324,65,121,251,55,103,229,105,193,339,95,175,317,95,175,317,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Indeedee (Male)/Indeedee (Male).png
Indeedee Female,"['Psychic', 'Normal']",0.9,28.0,"['Own Tempo', 'Synchronize, Psychic Surge (hidden ability)']",70,250,344,55,103,229,65,121,251,95,175,317,105,193,339,85,157,295,Psychic,/content/Pokemon Images DB/Pokemon Images DB/Indeedee (Female)/Indeedee (Female).png
Infernape,"['Fire', 'Fighting']",1.2,55.0,"['Blaze, Iron Fist (hidden ability)']",76,262,356,104,191,337,71,132,265,104,191,337,71,132,265,108,198,346,Fire,/content/Pokemon Images DB/Pokemon Images DB/Infernape/Infernape.png
Inkay,"['Dark', 'Psychic']",0.4,3.5,"['Contrary', 'Suction Cups, Infiltrator (hidden ability)']",53,216,310,54,101,227,53,99,225,37,71,190,46,87,210,45,85,207,Dark,/content/Pokemon Images DB/Pokemon Images DB/Inkay/Inkay.png
Inteleon,['Water'],1.9,45.2,"['Torrent, Sniper (hidden ability)']",70,250,344,85,157,295,65,121,251,125,229,383,65,121,251,120,220,372,Water,/content/Pokemon Images DB/Pokemon Images DB/Inteleon/Inteleon.png
Iron Bundle,"['Ice', 'Water']",0.6,11.0,['Quark Drive'],56,222,316,80,148,284,114,209,359,124,227,381,60,112,240,136,249,408,Ice,/content/Pokemon Images DB/Pokemon Images DB/Iron Bundle/Iron Bundle.png
Iron Crown,"['Steel', 'Psychic']",1.6,156.0,['Quark Drive'],90,290,384,72,134,267,100,184,328,122,224,377,108,198,346,98,180,324,Steel,/content/Pokemon Images DB/Pokemon Images DB/Iron Crown/Iron Crown.png
Iron Hands,"['Fighting', 'Electric']",1.8,380.7,['Quark Drive'],154,418,512,140,256,416,108,198,346,50,94,218,68,126,258,50,94,218,Fighting,/content/Pokemon Images DB/Pokemon Images DB/Iron Hands/Iron Hands.png
Iron Jugulis,"['Dark', 'Flying']",1.3,111.0,['Quark Drive'],94,298,392,80,148,284,86,159,298,122,224,377,80,148,284,108,198,346,Dark,/content/Pokemon Images DB/Pokemon Images DB/Iron Jugulis/Iron Jugulis.png
Iron Leaves,"['Grass', 'Psychic']",1.5,125.0,['Quark Drive'],90,290,384,130,238,394,88,162,302,70,130,262,108,198,346,104,191,337,Grass,/content/Pokemon Images DB/Pokemon Images DB/Iron Leaves/Iron Leaves.png
Iron Moth,"['Fire', 'Poison']",1.2,36.0,['Quark Drive'],80,270,364,70,130,262,60,112,240,140,256,416,110,202,350,110,202,350,Fire,/content/Pokemon Images DB/Pokemon Images DB/Iron Moth/Iron Moth.png
